,title,release_date,director,writers,actors,genres,plot_keywords,plot_summary,tag_lines,production_company,primary_language,runtime,color,country,sound_mix,meta_score,user_rating,budget,opening_weekend_date,opening_weekend_revenue,gross_revenue_date,gross_revenue,id,open_week_rev_currency,Date_weekend,Date_GrossRev,Date_released
66,The Purge: Election Year,1July2016,James DeMonaco, ,Frank Grillo;Elizabeth Mitchell;Mykelti Williamson, Action; Horror; Sci-Fi; Thriller,minister;presidential election;ritual sacrifice;cathedral;reference to george washington,"Years after sparing the man who killed his son, former police sergeant Barnes has become head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",Purge for the People,Blumhouse Productions;Platinum Dunes;Universal Pictures,English,109 min,Color,USA,Datasat;Dolby Digital,55,6.0,10000000.0,1July2016,30870000.0,12August2016,79003080.0,67,dollar,2016-07-01,2016-08-12,2016-07-01
68,Jack Goes Home,14October2016,Thomas Dekker, ,Britt Robertson;Nikki Reed;Natasha Lyonne, Drama; Horror; Thriller,gay character;return home;audio tape;downbeat ending;ambiguous ending,"After his father is killed in a car crash, Jack travels home to Colorado to help nurse his mother (who was injured in the crash) back to health. There, he uncovers long buried secrets and ...
                    ;See full summary; »",Let The Condolences Begin,Yale Productions;SSS Entertainment;BondIt,English,100 min,Color,USA, , ,5.1,,,,,,69,dollar,,,2016-10-14
69,USS Indianapolis: Men of Courage,14October2016, , , , Action; War,world war two;1940s;based on true story,,,Hannibal Pictures;USS Indianapolis Production,English,128 min,Color,USA, , ,5.0,40000000.0,,,,,70,dollar,,,2016-10-14
70,Neighbors 2: Sorority Rising,20May2016,Nicholas Stoller,Andrew Jay Cohen;Brendan O'Brien,Seth Rogen;Rose Byrne;Zac Efron, Comedy,gay;gay marriage proposal;gay man;gay best friend;bare chested male,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",There's a new war next door,Good Universe;Point Grey Pictures,English,92 min,Color,USA,Datasat;Dolby Digital,58,5.8,35000000.0,20May2016,21760405.0,8July2016,55291815.0,71,dollar,2016-05-20,2016-07-08,2016-05-20
71,Patient Seven,11October2016, , , , Horror,patient;interview;research;book;psychiatrist,,,Terror Films,English,116 min,Color,USA, , ,5.1,,,,,,72,dollar,,,2016-10-11
72,The Huntsman: Winter's War,22April2016,Cedric Nicolas-Troyan,Evan Spiliotopoulos;Craig Mazin,Chris Hemsworth;Jessica Chastain;Charlize Theron, Action; Adventure; Drama; Fantasy,fairy tale;based on fairy tale;dark fantasy;second part;sequel,"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.",The story before Snow White,Universal Pictures;Roth Films,English,114 min,Color,USA,Dolby Digital;Datasat;Dolby Surround 7.1, ,6.1,115000000.0,22April2016,19445035.0,10June2016,47952020.0,73,dollar,2016-04-22,2016-06-10,2016-04-22
73,10 Cloverfield Lane,11March2016,Dan Trachtenberg,Josh Campbell;Matthew Stuecken,John Goodman;Mary Elizabeth Winstead;John Gallagher Jr., Drama; Horror; Mystery; Sci-Fi; Thriller,bunker;minimal cast;alien;kidnapping;alien invasion,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",Monsters come in many forms,Paramount Pictures;Bad Robot;Spectrum Effects,English,104 min,Color,USA,Dolby Digital;Dolby Atmos;Datasat;D-Cinema 48kHz 7.1, ,7.3,15000000.0,11March2016,24702752.0,20May2016,71897215.0,74,dollar,2016-03-11,2016-05-20,2016-03-11
74,Money Monster,13May2016,Jodie Foster,Jamie Linden;Alan DiFiore,George Clooney;Julia Roberts;Jack O'Connell, Crime; Drama; Thriller,money;hostage;death;shot in the heart;shot in the chest,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,"Anyone who can get out, get out right now.",TriStar Pictures;LStar Capital;Smokehouse Pictures,English,98 min,Color,USA,Dolby Digital,55,6.6,27000000.0,13May2016,14788157.0,29July2016,41008532.0,75,dollar,2016-05-13,2016-07-29,2016-05-13
77,The Greasy Strangler,7October2016, , , , Comedy; Horror; Thriller,son;night;nudity;eyes;sausage,,,Drafthouse Films;Rook Films;SpectreVision,English,93 min,Color,USA, ,58,5.6,,7October2016,22500.0,21October2016,38965.0,78,dollar,2016-10-07,2016-10-21,2016-10-07
78,Middle School: The Worst Years of My Life,7October2016,Steve Carr,Chris Bowman;Hubbel Palmer,Griffin Gluck;Lauren Graham;Alexa Nisenson, Animation; Comedy; Drama; Family; Fantasy,middle school;teenager;double cross;principal;male antagonist,"Imaginative quiet teenager Rafe Katchadorian is tired of his middle school's obsession with the rules at the expense of any and all creativity. Desperate to shake things up, Rafe and his ...
                    ;See full summary; »",Rules aren't for everyone,CBS Films;James Patterson Entertainment;Participant Media,English,92 min,Color,USA, ,51,5.8,8500000.0,7October2016,6878437.0,21October2016,16888414.0,79,dollar,2016-10-07,2016-10-21,2016-10-07
80,Finding Dory,17June2016, ,Andrew Stanton;Andrew Stanton,Ellen DeGeneres;Albert Brooks;Ed O'Neill, Animation; Adventure; Comedy; Family,fish;ocean;whale;talking animal;clownfish,"The friendly but forgetful blue tang fish begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",Have you seen her?,Pixar Animation Studios;Walt Disney Pictures,English,97 min,Color,USA,Dolby Digital;Datasat;Dolby Atmos;SDDS;DTS, ,7.7,200000000.0,17June2016,135060273.0,21October2016,485485861.0,81,dollar,2016-06-17,2016-10-21,2016-06-17
81,Imperium,19August2016,Daniel Ragussis,Michael German;Daniel Ragussis,Daniel Radcliffe;Toni Collette;Tracy Letts, Crime; Drama; Thriller, ,"A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.",Defend your nation. Become your enemy.,Atomic Features;Green-Light International;Grindstone Entertainment Group,English,109 min,Color,USA, , ,6.5,,,,,,82,dollar,,,2016-08-19
82,Allegiant,18March2016,Robert Schwentke,Noah Oppenheim;Adam Cooper,Shailene Woodley;Theo James;Jeff Daniels, Action; Adventure; Mystery; Sci-Fi; Thriller,dystopia;based on young adult novel;strong female lead;genetic experimentation;strong female character,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",What makes us different ties us together,Lionsgate;Red Wagon Entertainment;Summit Entertainment,English,120 min,Color,USA,Dolby Atmos;DTS, ,5.8,110000000.0,18March2016,29027348.0,20May2016,66002193.0,83,dollar,2016-03-18,2016-05-20,2016-03-18
83,First Girl I Loved,18October2016,Kerem Sanga, ,Brianna Hildebrand;Pamela Adlon;Dylan Gelula, Drama; Romance, ,"Seventeen-year-old Anne just fell in love with Sasha, the most popular girl at her LA public high school. But when Anne tells her best friend Clifton - who has always harbored a secret crush - he does his best to get in the way.",,PSH Collective;Tilted Windmill Productions;Bee-Hive Productions,English,91 min,Color,USA, ,56,5.4,,,,,,84,dollar,,,2016-10-18
84,War Dogs,19August2016,Todd Phillips,Stephen Chin;Todd Phillips,Jonah Hill;Miles Teller;Steve Lantz, Comedy; Crime; Drama; War,based on true story;deal;contract;military;iraq,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","Money, corruption and the American dream","Green Hat Films;Joint Effort;Mark Gordon Company, The",English,114 min,Color,USA, ,57,7.2,40000000.0,19August2016,14685305.0,14October2016,43017433.0,85,dollar,2016-08-19,2016-10-14,2016-08-19
86,The 5th Wave,22January2016,J Blakeson,Susannah Grant;Akiva Goldsman,Chloë Grace Moretz;Matthew Zuk;Gabriela Lopez, Action; Adventure; Sci-Fi; Thriller,based on young adult novel;based on novel;attack;alien;fear,"Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.",We fight back.,Columbia Pictures;LStar Capital;Material Pictures,English,112 min,Color,USA,SDDS;Dolby Digital;Datasat, ,5.2,38000000.0,22January2016,10326356.0,20May2016,34912982.0,87,dollar,2016-01-22,2016-05-20,2016-01-22
87,The Finest Hours,29January2016,Craig Gillespie,Scott Silver;Paul Tamasy,Chris Pine;Casey Affleck;Ben Foster, Action; Drama; History; Thriller,oil tanker;coast guard;1950s;sinking ship;survival,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"32 survivors, room for 12.",Walt Disney Pictures;Whitaker Entertainment,English,117 min,Color,USA,Datasat;Dolby Digital;Dolby Atmos,58,6.8,80000000.0,29January2016,10288932.0,1April2016,27550735.0,88,dollar,2016-01-29,2016-04-01,2016-01-29
90,HoneyBee,18October2016, , , , Horror, ,,, ,English,94 min,Color,USA, , ,3.9,250000.0,,,,,91,dollar,,,2016-10-18
92,Certain Women,14October2016,Kelly Reichardt,Maile Meloy;Kelly Reichardt,Michelle Williams;Kristen Stewart;Laura Dern, Drama, ,"The lives of three women intersect in small-town America, where each is imperfectly blazing a trail.",,Film Science;Stage 6 Films,English,107 min,Color,USA,Dolby Digital, ,6.6,,14October2016,60898.0,21October2016,226266.0,93,dollar,2016-10-14,2016-10-21,2016-10-14
93,Kubo and the Two Strings,19August2016,Travis Knight,Marc Haimes;Chris Butler,Charlize Theron;Art Parkinson;Matthew McConaughey, Animation; Adventure; Family; Fantasy,stop motion;armor;village;samurai;3d,A young boy named Kubo must locate a magical suit of armor worn by his late father in order to defeat a vengeful spirit from the past.,The quest begins,Laika Entertainment,English,101 min,Color,USA,Dolby Digital;Dolby Atmos, ,8.3,60000000.0,19August2016,12608372.0,21October2016,47447966.0,94,dollar,2016-08-19,2016-10-21,2016-08-19
94,Blair Witch,16September2016,Adam Wingard, ,James Allen McCune;Callie Hernandez;Corbin Reid, Horror; Thriller,forest;witch;supernatural;maryland;sequel,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",There's something evil hiding in the woods.,Lionsgate;Room 101;Snoot Entertainment,English,89 min,Color,USA, ,47,5.4,5000000.0,16September2016,9576057.0,21October2016,20747013.0,95,dollar,2016-09-16,2016-10-21,2016-09-16
95,Gods of Egypt,26February2016,Alex Proyas,Matt Sazama;Burk Sharpless,Brenton Thwaites;Nikolaj Coster-Waldau;Gerard Butler, Action; Adventure; Fantasy,egypt;ancient egypt;egyptian goddess;egyptian;egyptian god,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",The journey of a lifetime begins,Pyramania;Summit Entertainment;Mystery Clock Cinema,English,126 min,Color,USA,Dolby Digital, ,5.5,140000000.0,26February2016,14123903.0,6May2016,31141074.0,96,dollar,2016-02-26,2016-05-06,2016-02-26
96,Criminal,15April2016,Ariel Vromen,Douglas Cook;David Weisberg,Kevin Costner;Ryan Reynolds;Gal Gadot, Action; Crime; Drama; Mystery; Sci-Fi; Thriller,cia;husband wife relationship;violence;tied up while barefoot;memory,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",His last job for the CIA is in the mind of a criminal,BenderSpink;Campbell Grobman Films;Lionsgate,French,113 min,Color,USA,Dolby Digital, ,6.3,31500000.0,15April2016,5767278.0,6May2016,14268533.0,97,dollar,2016-04-15,2016-05-06,2016-04-15
97,The Thinning,12October2016,Michael J. Gallagher,Michael J. Gallagher;Steve Greene,Peyton List;Logan Paul;Lia Marie Johnson, Thriller, ,"""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test...
                    ;See full summary; »",,Legendary Digital Media;Kids At Play;Cinemand,English,90 min,Color,USA, , ,7.2,,,,,,98,dollar,,,2016-10-12
98,ARQ,16September2016,Tony Elliott, ,Robbie Amell;Rachael Taylor;Shaun Benson, Sci-Fi; Thriller,time loop;face spattered with blood;robot soldier;unresolved ending;immolation,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",,Lost City;XYZ Films;MXN Entertainment,English,88 min,Color,USA, , ,6.4,,,,,,99,dollar,,,2016-09-16
102,Whiskey Tango Foxtrot,4March2016, ,Robert Carlock;Kim Barker,Tina Fey;Margot Robbie;Martin Freeman, Biography; Comedy; Drama; War,afghanistan;journalist;three word title;based on book;hijab,A journalist recounts her wartime coverage in Afghanistan.,From the headlines to the front lines,Broadway Video;Little Stranger;Paramount Pictures,English,112 min,Color,USA,Datasat;Dolby Digital,57,6.6,35000000.0,4March2016,7443007.0,22April2016,23049575.0,103,dollar,2016-03-04,2016-04-22,2016-03-04
103,Dirty Grandpa,22January2016,Dan Mazer, ,Robert De Niro;Zac Efron;Zoey Deutch, Comedy,wedding;florida;road trip;trip;funeral,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.",What did you learn from your grandparents?,Lionsgate;BillBlock Media;QED International,English,102 min,Color,USA, , ,6.0,11500000.0,22January2016,11111875.0,11March2016,35537564.0,104,dollar,2016-01-22,2016-03-11,2016-01-22
104,Triple 9,26February2016,John Hillcoat, ,Casey Affleck;Chiwetel Ejiofor;Anthony Mackie, Action; Crime; Drama; Thriller,heist;corrupt cop;betrayal;police detective;murder of a police officer,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,Never turn your back on family,Worldview Entertainment;Anonymous Content;MadRiver Pictures,English,115 min,Color; Black and White,USA,Dolby Digital,52,6.3,20000000.0,26February2016,6109085.0,8April2016,12626905.0,105,dollar,2016-02-26,2016-04-08,2016-02-26
106,Risen,19February2016,Kevin Reynolds,Kevin Reynolds;Paul Aiello,Joseph Fiennes;Tom Felton;Peter Firth, Action; Adventure; Drama; Mystery,roman soldier;crucifixion;judea;resurrection;biblical,"In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of an executed Jew rumored to have risen from the dead.",Witness the manhunt that changed the course of human history,LD Entertainment;Affirm Films;Columbia Pictures,English,107 min,Color,USA,Dolby Digital,51,6.3,20000000.0,19February2016,11801271.0,13May2016,36874745.0,107,dollar,2016-02-19,2016-05-13,2016-02-19
107,13th,7October2016,Ava DuVernay,Spencer Averick;Ava DuVernay,Jelani Cobb;Angela Davis;Henry Louis Gates, Documentary, ,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,,Kandoo Films,English,100 min,Color,USA, , ,8.5,,,,,,108,dollar,,,2016-10-07
109,Bus Driver,4October2016, , , , Action, ,,,Entertainment Factory,English,75 min,Color,USA, , ,3.5,1000000.0,,,,,110,dollar,,,2016-10-04
110,Queen of Katwe,30September2016,Mira Nair,William Wheeler;Tim Crothers,Madina Nalwanga;David Oyelowo;Lupita Nyong'o, Biography; Drama; Sport, ,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,One girl's triumphant path to becoming a chess champion.,ESPN Films;Walt Disney Pictures;Walt Disney Productions,English,124 min,Color,USA,Dolby Atmos, ,7.2,15000000.0,23September2016,304933.0,21October2016,7748974.0,111,dollar,2016-09-23,2016-10-21,2016-09-30
111,Popstar: Never Stop Never Stopping,3June2016, ,Andy Samberg;Akiva Schaffer,Andy Samberg;Jorma Taccone;Akiva Schaffer, Comedy; Music,pop star;repetition in title;scene during end credits;concert;mockumentary,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",,"Apatow Productions;Lonely Island, The;Party Over Here",English,87 min,Color,USA,Dolby Digital;Datasat, ,6.8,20000000.0,3June2016,4698715.0,17June2016,9393835.0,112,dollar,2016-06-03,2016-06-17,2016-06-03
113,The Good Neighbor,13March2016,Kasra Farahani,Mark Bianculli;Jeff Richard,James Caan;Logan Miller;Keir Gilchrist, Thriller, ,"A pair of mischievous high school kids create the illusion of a haunting on an unsuspecting neighbor. While keeping his every reaction under surveillance, they see much more than they bargained for.",You never know who's watching.,Anonymous Content;Ball & Chain Productions;Star Thrower Entertainment,English,98 min,Color,USA, , ,6.2,,,,,,114,dollar,,,2016-03-13
114,Mother's Day,29April2016,Garry Marshall,Anya Kochoff;Matthew Walker,Jennifer Aniston;Kate Hudson;Julia Roberts, Comedy; Drama,single father;mother daughter relationship;holiday in title,Three generations come together in the week leading up to Mother's Day.,Come celebrate the mother of all holidays,Open Road Films (II);Rice Films;Gulfstream Pictures,English,118 min,Color,USA,Dolby Digital, ,5.6,25000000.0,29April2016,8369184.0,10June2016,32463917.0,115,dollar,2016-04-29,2016-06-10,2016-04-29
115,King Cobra,21October2016, , , , Crime; Drama,gay interest;pornographer;based on true story;gay;sex scene,,"Sex is not a game, it's a business.",Yale Productions;SSS Entertainment;BondIt,English,91 min,Color,USA, ,48,6.1,,21October2016,11624.0,21October2016,11624.0,116,dollar,2016-10-21,2016-10-21,2016-10-21
120,Pride and Prejudice and Zombies,5February2016,Burr Steers,Burr Steers;Jane Austen,Lily James;Sam Riley;Jack Huston, Action; Horror; Romance,zombie;based on novel;england;damsel in distress;deception,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,For future. For love. For family. Everyone must fight.,Cross Creek Pictures;MadRiver Pictures;QC Entertainment,English,108 min,Color,USA,Dolby Digital,45,5.8,28000000.0,5February2016,5324240.0,26February2016,10907291.0,121,dollar,2016-02-05,2016-02-26,2016-02-05
123,Ben-Hur,19August2016,Timur Bekmambetov,Lew Wallace;Keith R. Clarke,Jack Huston;Toby Kebbell;Rodrigo Santoro, Action; Adventure; Drama,jew;adopted brother;forgiveness;rowing;prisoner,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",Teacher. Prophet. Savior.,LightWorkers Media;Metro-Goldwyn-Mayer (MGM);Paramount Pictures,English,125 min,Color,USA, , ,5.7,100000000.0,19August2016,11203815.0,30September2016,26384681.0,124,dollar,2016-08-19,2016-09-30,2016-08-19
